track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,NA,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url,NA_url
nurburgring,2003-06-01,23,Porsche 996 - Porsche,120,A7,Recaro-Raeder-Motorsport,Closed bodywork,Rear-engined,Jonathan Price (GB)/Markus Großmann (D)/Vincent Vosse (B)/Phillip Bennett (GB),NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: 120th (48 laps behind the winner)Grid: 12th (9:30.0170),120th (48 laps behind the winner)Grid: 12th (9:30.0170),finished,12,9:30.0170,48 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,157,Rover Mini Cooper Sport - Rover,121,A1,,-,-,Walter Kaufmann/Gregor Nick/Peter Schmid,NA,NA,NA,NA,NA,Rover,Mini Cooper,Sport,NA,NA,Result: 121st (49 laps behind the winner)Grid: 212th (12:13.5210),121st (49 laps behind the winner)Grid: 212th (12:13.5210),finished,212,12:13.5210,49 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Rover.html,https://www.racingsportscars.com/type/photo/Rover/Mini%20Cooper.html,https://www.racingsportscars.com/suffix/photo/Rover/Mini%20Cooper/Sport.html,NA,NA
nurburgring,2003-06-01,200,BMW M3 E36 - BMW,122,V5,Matador Deutschland GmbH,Closed bodywork,Front-engined,Ric Shaw (AUS)/Jamie Miller/Rooklyn Warwick,NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: 122nd (49 laps behind the winner)Grid: 115th (11:05.3840),122nd (49 laps behind the winner)Grid: 115th (11:05.3840),finished,115,11:05.3840,49 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,139,Lotus Elise MPR -,123,A3,,-,Mid-engined,Ralf Zensen (D)/Mola Adebisi/Mario Moranelli/Christopher Peters (D),NA,NA,NA,NA,NA,Lotus,Elise,MPR,NA,NA,Result: 123rd (50 laps behind the winner)Grid: 68th (10:40.3640),123rd (50 laps behind the winner)Grid: 68th (10:40.3640),finished,68,10:40.3640,50 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Lotus.html,https://www.racingsportscars.com/type/photo/Lotus/Elise.html,https://www.racingsportscars.com/suffix/photo/Lotus/Elise/MPR.html,NA,NA
nurburgring,2003-06-01,162,Ford Fiesta ST - Ford N/A,124,A2,TLM Team Lauderbach Motorsport,Closed bodywork,Front-engined,Ralf Martin (D)/Patrick Bernhardt (D)/Rainer Kuhn/Burkhard Bechtel,NA,NA,NA,NA,NA,Ford,Fiesta,ST,NA,NA,Result: 124th (51 laps behind the winner)Grid: 101st (10:57.9690),124th (51 laps behind the winner)Grid: 101st (10:57.9690),finished,101,10:57.9690,51 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Fiesta.html,https://www.racingsportscars.com/suffix/photo/Ford/Fiesta/ST.html,NA,NA
nurburgring,2003-06-01,156,Citroën AX Sport - Citroën,125,A1,Team Mintgen Motorsport,-,-,Udo Bonin/Jörg Bonin/Thorsten Reuschenbach/Klaus Hormes,NA,NA,NA,NA,NA,Citroën,AX,Sport,NA,NA,Result: 125th (51 laps behind the winner)Grid: 191st (11:43.9330),125th (51 laps behind the winner)Grid: 191st (11:43.9330),finished,191,11:43.9330,51 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Citro%c3%abn.html,https://www.racingsportscars.com/type/photo/Citro%c3%abn/AX.html,https://www.racingsportscars.com/suffix/photo/Citro%c3%abn/AX/Sport.html,NA,NA
nurburgring,2003-06-01,145,Toyota Corolla Coupe - Toyota,126,A2,"DSK ""Ja zum Motorsport""",-,-,Eberhard Schreckert/Uwe Köthe/Andreas Steep/Joachim Rudolf,NA,NA,NA,NA,NA,Toyota,Corolla,Coupe,NA,NA,Result: 126th (51 laps behind the winner)Grid: 178th (11:33.5830),126th (51 laps behind the winner)Grid: 178th (11:33.5830),finished,178,11:33.5830,51 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Toyota.html,https://www.racingsportscars.com/type/photo/Toyota/Corolla.html,https://www.racingsportscars.com/suffix/photo/Toyota/Corolla/Coupe.html,NA,NA
nurburgring,2003-06-01,221,Renault Clio Williams - Renault N/A,127,N2,East Belgian Racing Team,Closed bodywork,Front-engined,Jacky Delvaux (B)/Lionel Jaminet (B)/Olivier Prignon (B)/René Marin (B),NA,NA,NA,NA,NA,Renault,Clio,Williams,NA,NA,Result: 127th (51 laps behind the winner)Grid: 202nd (11:57.5320),127th (51 laps behind the winner)Grid: 202nd (11:57.5320),finished,202,11:57.5320,51 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/Williams.html,NA,NA
nurburgring,2003-06-01,125,BMW 318 is E30 - BMW,128,A3,Soda-Club-Team,Closed bodywork,Front-engined,Udo Förster/Oliver Schneck/Werner Bauer/Karl Brinker (D),NA,NA,NA,NA,NA,BMW,318,is E30,NA,NA,Result: 128th (51 laps behind the winner)Grid: 147th (11:19.1520),128th (51 laps behind the winner)Grid: 147th (11:19.1520),finished,147,11:19.1520,51 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/is%20E30.html,NA,NA
nurburgring,2003-06-01,190,BMW 325i E46 - BMW,129,V4,,Closed bodywork,Front-engined,Heinz-Willi Delzepich/Torsten Pobbig/Uwe Karp/Alfred Mertens,NA,NA,NA,NA,NA,BMW,325i,E46,NA,NA,Result: 129th (52 laps behind the winner)Grid: 182nd (11:36.4270),129th (52 laps behind the winner)Grid: 182nd (11:36.4270),finished,182,11:36.4270,52 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,https://www.racingsportscars.com/suffix/photo/BMW/325i/E46.html,NA,NA
nurburgring,2003-06-01,184,Peugeot 306 S16 - Peugeot,130,V3,Schirra Motoring,-,-,Joey Kelly/Olaf Hoppelshäuser (D)/Marco Wolf/Eve Scheer,NA,NA,NA,NA,NA,Peugeot,306,S16,NA,NA,Result: 130th (52 laps behind the winner)Grid: 171st (11:29.5210),130th (52 laps behind the winner)Grid: 171st (11:29.5210),finished,171,11:29.5210,52 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Peugeot.html,https://www.racingsportscars.com/type/photo/Peugeot/306.html,https://www.racingsportscars.com/suffix/photo/Peugeot/306/S16.html,NA,NA
nurburgring,2003-06-01,130,Ford Puma - Ford,131,A3,,-,-,Frank Aust/Ralf Schumacher (D)/Sven Panowitz/Timo Schupp (D),NA,NA,NA,NA,NA,Ford,Puma,NA,NA,NA,Result: 131st (52 laps behind the winner)Grid: 187th (11:39.6140),131st (52 laps behind the winner)Grid: 187th (11:39.6140),finished,187,11:39.6140,52 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Puma.html,NA,NA,NA
nurburgring,2003-06-01,122,Opel Calibra GSi - Opel,132,A3,,Closed bodywork,Front-engined,Walter Franke/Thomas Grindel/Nico Unteregger (D)/Katharina König,NA,NA,NA,NA,NA,Opel,Calibra,GSi,NA,NA,Result: 132nd (54 laps behind the winner)Grid: 216th (12:26.0959),132nd (54 laps behind the winner)Grid: 216th (12:26.0959),finished,216,12:26.0959,54 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Calibra.html,https://www.racingsportscars.com/suffix/photo/Opel/Calibra/GSi.html,NA,NA
nurburgring,2003-06-01,79,Toyota MR-2 - Toyota,133,A6,,-,-,Rudi Seher (D)/Gerhard Ludwig (D)/Franz Rohr (D)/Karlheinz Grüner (D),NA,NA,NA,NA,NA,Toyota,MR-2,NA,NA,NA,Result: 133rd (55 laps behind the winner)Grid: 88th (10:51.8030),133rd (55 laps behind the winner)Grid: 88th (10:51.8030),finished,88,10:51.8030,55 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Toyota.html,https://www.racingsportscars.com/type/photo/Toyota/MR-2.html,NA,NA,NA
nurburgring,2003-06-01,88,Morgan Plus 8 # -,134,A7,,-,Front-engined,Christian Bock (D)/Michael Bock (GB)/Keith Ahlers (GB),NA,NA,NA,NA,NA,Morgan,Plus 8,NA,#,NA,Result: 134th (56 laps behind the winner)Grid: 203rd (12:00.4230),134th (56 laps behind the winner)Grid: 203rd (12:00.4230),finished,203,12:00.4230,56 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Morgan.html,https://www.racingsportscars.com/type/photo/Morgan/Plus%208.html,NA,https://www.racingsportscars.com/chassis/photo/Plus8-Bock%23.html,NA
nurburgring,2003-06-01,115,VW Golf GTI 16V - VW L4 4v N/A,135,A3,,Closed bodywork,Front-engined,Heiko Henning/Robert Weiland/Martin Kinzler/Thilo Winkler,NA,NA,NA,NA,NA,VW,Golf,GTI 16V,NA,NA,Result: 135th (56 laps behind the winner)Grid: 180th (11:35.4370),135th (56 laps behind the winner)Grid: 180th (11:35.4370),finished,180,11:35.4370,56 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/GTI%2016V.html,NA,NA
nurburgring,2003-06-01,118,Honda Integra Type R - Honda,136,A3,"DSK ""Ja zum Motorsport""",-,-,Hans Keutmann (D)/Bruce Trenery (USA)/Steve Pfeifer (USA)/Bernd Erdmann,NA,NA,NA,NA,NA,Honda,Integra,Type R,NA,NA,Result: 136th (56 laps behind the winner)Grid: 150th (11:20.7950),136th (56 laps behind the winner)Grid: 150th (11:20.7950),finished,150,11:20.7950,56 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Integra.html,https://www.racingsportscars.com/suffix/photo/Honda/Integra/Type%20R.html,NA,NA
nurburgring,2003-06-01,143,Ford Puma RS - Ford,137,A2,,-,-,Klaus Ebbing/Andreas Zetterer/Detlef Meiering/Jürgen Glath,NA,NA,NA,NA,NA,Ford,Puma,RS,NA,NA,Result: 137th (57 laps behind the winner)Grid: 136th (11:15.4900),137th (57 laps behind the winner)Grid: 136th (11:15.4900),finished,136,11:15.4900,57 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Puma.html,https://www.racingsportscars.com/suffix/photo/Ford/Puma/RS.html,NA,NA
nurburgring,2003-06-01,124,Opel Astra GSi SRS - Opel,138,A3,,-,-,Daniel Sorg (D)/Ian Green/Ralf Klein/Christian Marx,NA,NA,NA,NA,NA,Opel,Astra,GSi SRS,NA,NA,Result: 138th (61 laps behind the winner)Grid: 200th (11:53.7570),138th (61 laps behind the winner)Grid: 200th (11:53.7570),finished,200,11:53.7570,61 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/GSi%20SRS.html,NA,NA
nurburgring,2003-06-01,205,VW Polo 16V - VW,139,N1,,-,-,Rolf Eckert/Jochen Lutz/Maik Pötzl,NA,NA,NA,NA,NA,VW,Polo,16V,NA,NA,Result: 139th (62 laps behind the winner)Grid: 213th (12:14.0000),139th (62 laps behind the winner)Grid: 213th (12:14.0000),finished,213,12:14.0000,62 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Polo.html,https://www.racingsportscars.com/suffix/photo/VW/Polo/16V.html,NA,NA
nurburgring,2003-06-01,101,BMW M3 E30 - BMW,140,A4,Soda-Club-Team,Closed bodywork,Front-engined,Udo Förster/Oliver Schneck/Michael Pingel/Ralf Frichot,NA,NA,NA,NA,NA,BMW,M3,E30,NA,NA,Result: 140th (62 laps behind the winner)Grid: 69th (10:40.5870),140th (62 laps behind the winner)Grid: 69th (10:40.5870),finished,69,10:40.5870,62 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E30.html,NA,NA
nurburgring,2003-06-01,56,Ford Focus RS - Ford,141,A6,,-,-,Graham Mace/Uwe Gummersbach/David Mountain/Neill Briggs,NA,NA,NA,NA,NA,Ford,Focus,RS,NA,NA,Result: 141st (63 laps behind the winner)Grid: 111th (11:03.7061),141st (63 laps behind the winner)Grid: 111th (11:03.7061),finished,111,11:03.7061,63 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Focus.html,https://www.racingsportscars.com/suffix/photo/Ford/Focus/RS.html,NA,NA
nurburgring,2003-06-01,185,Opel Astra GSi - Opel,142,V3,"DSK ""Ja zum Motorsport""",-,-,David Rinössl/Rudolf Rank/Bernd Knott/Michael Rank,NA,NA,NA,NA,NA,Opel,Astra,GSi,NA,NA,Result: 142nd (65 laps behind the winner)Grid: 219th (12:30.7860),142nd (65 laps behind the winner)Grid: 219th (12:30.7860),finished,219,12:30.7860,65 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/GSi.html,NA,NA
nurburgring,2003-06-01,111,Honda S2000 - Honda,143,A3,,-,-,Klaus Niedzwiedz (D)/Stefan Schlesack (D)/Harald Jacksties (CH)/Andreas Mäder,NA,NA,NA,NA,NA,Honda,S2000,NA,NA,NA,Result: 143rd (67 laps behind the winner)Grid: 56th (10:27.0811),143rd (67 laps behind the winner)Grid: 56th (10:27.0811),finished,56,10:27.0811,67 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/S2000.html,NA,NA,NA
nurburgring,2003-06-01,187,BMW M3 E30 - BMW,144,V4,,Closed bodywork,Front-engined,Giuseppe Timperanza (D)/Chris Naues/Julian Dodd/Florian Scholze (D),NA,NA,NA,NA,NA,BMW,M3,E30,NA,NA,Result: 144th (71 laps behind the winner)Grid: 109th (11:03.2070),144th (71 laps behind the winner)Grid: 109th (11:03.2070),finished,109,11:03.2070,71 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E30.html,NA,NA
nurburgring,2003-06-01,141,Citroën Saxo 16V TS - Citroën L4 4v N/A,145,A2,Sportfahrergemeinschaft Schönau e.V. im ADAC,Closed bodywork,-,Ulf Giljohann/Wolfram Lethert/Herbert Zimmer (D)/Michael Neumann (D),NA,NA,NA,NA,NA,Citroën,Saxo,16V TS,NA,NA,Result: 145th (73 laps behind the winner)Grid: 197th (12:05.2480),145th (73 laps behind the winner)Grid: 197th (12:05.2480),finished,197,12:05.2480,73 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Citro%c3%abn.html,https://www.racingsportscars.com/type/photo/Citro%c3%abn/Saxo.html,https://www.racingsportscars.com/suffix/photo/Citro%c3%abn/Saxo/16V%20TS.html,NA,NA
nurburgring,2003-06-01,152,Fiat Ritmo - Fiat,146,A1,,-,-,Heinz-Jürgen Winz/Sandra Winz/Heinz Winz (D),NA,NA,NA,NA,NA,Fiat,Ritmo,NA,NA,NA,Result: 146th (76 laps behind the winner)Grid: 200th (12:05.0060),146th (76 laps behind the winner)Grid: 200th (12:05.0060),finished,200,12:05.0060,76 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Fiat.html,https://www.racingsportscars.com/type/photo/Fiat/Ritmo.html,NA,NA,NA
nurburgring,2003-06-01,14,Audi A4 - Audi,147,A8,,-,-,Matthias Klemm/Eric Paterson (GB)/Ulli Rossaro/Sven Fisch,NA,NA,NA,NA,NA,Audi,A4,NA,NA,NA,Result: 147th (77 laps behind the winner)Grid: 51st (10:23.4600),147th (77 laps behind the winner)Grid: 51st (10:23.4600),finished,51,10:23.4600,77 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/A4.html,NA,NA,NA
nurburgring,2003-06-01,160,Suzuki Swift GTi R # - Suzuki,148,A1,,-,-,Christian Tschornia/Sebastian Tschornia/Guido Janzen/Torsten Adler,NA,NA,NA,NA,NA,Suzuki,Swift,GTi R,#,NA,Result: 148th (77 laps behind the winner)Grid: 209th (12:05.0959),148th (77 laps behind the winner)Grid: 209th (12:05.0959),finished,209,12:05.0959,77 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Suzuki.html,https://www.racingsportscars.com/type/photo/Suzuki/Swift.html,https://www.racingsportscars.com/suffix/photo/Suzuki/Swift/GTi%20R.html,https://www.racingsportscars.com/chassis/photo/Swift-Tschornia%23.html,NA
nurburgring,2003-06-01,217,Honda Civic Type R - Honda,149,N2,,-,-,Dietmar Prümmer/Jens Scheefeldt/Marcel Hoppe (D)/Florian Fricke (D),NA,NA,NA,NA,NA,Honda,Civic,Type R,NA,NA,Result: 149th (77 laps behind the winner)Grid: 95th (10:56.5200),149th (77 laps behind the winner)Grid: 95th (10:56.5200),finished,95,10:56.5200,77 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/Type%20R.html,NA,NA
nurburgring,2003-06-01,216,Honda Civic Type R - Honda,150,N2,,-,-,"Michael Marsani/Peter Keltsch/Ralf Kraus (D)/""Caspar Best""",NA,NA,NA,NA,NA,Honda,Civic,Type R,NA,NA,Result: 150th (85 laps behind the winner)Grid: 99th (10:57.4410),150th (85 laps behind the winner)Grid: 99th (10:57.4410),finished,99,10:57.4410,85 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/Type%20R.html,NA,NA
nurburgring,2003-06-01,180,Opel Astra OPC - Opel,151,V3,,-,-,Oliver Schmidt/Achim Kreim/Armin Krehl/Stephan Herter (D),NA,NA,NA,NA,NA,Opel,Astra,OPC,NA,NA,Result: 151st (89 laps behind the winner)Grid: 189th (11:41.0480),151st (89 laps behind the winner)Grid: 189th (11:41.0480),finished,189,11:41.0480,89 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/OPC.html,NA,NA
nurburgring,2003-06-01,103,Mercedes-Benz 190 E - Mercedes-Benz N/A,152,A4,,Closed bodywork,Front-engined,Andreas Krause/Thorsten Stadler (D)/Jörg Kock/Frank Steinmeier,NA,NA,NA,NA,NA,Mercedes-Benz,190 E,NA,NA,NA,Result: 152nd (94 laps behind the winner)Grid: 170th (11:29.0270),152nd (94 laps behind the winner)Grid: 170th (11:29.0270),finished,170,11:29.0270,94 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/190%20E.html,NA,NA,NA
nurburgring,2003-06-01,191,Honda Accord Type R - Honda,153,V4,MSC Adenau e.V. im ADAC,-,-,Frank Totz/Jörg Totz/Gerhard Molzberger/Ulfried Baumert (D),NA,NA,NA,NA,NA,Honda,Accord,Type R,NA,NA,Result: 153rd (104 laps behind the winner)Grid: 116th (11:06.0000),153rd (104 laps behind the winner)Grid: 116th (11:06.0000),finished,116,11:06.0000,104 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Accord.html,https://www.racingsportscars.com/suffix/photo/Honda/Accord/Type%20R.html,NA,NA
nurburgring,2003-06-01,147,Ford Fiesta BR - Ford,154,A2,,-,-,Sven Böckmann/Martin Uhler/Anette Wilbert/Hans-Hugo Hungerberg (D),NA,NA,NA,NA,NA,Ford,Fiesta,BR,NA,NA,Result: 154th (122 laps behind the winner)Grid: 149th (11:19.9730),154th (122 laps behind the winner)Grid: 149th (11:19.9730),finished,149,11:19.9730,122 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Fiesta.html,https://www.racingsportscars.com/suffix/photo/Ford/Fiesta/BR.html,NA,NA
nurburgring,2003-06-01,1,Dodge Viper GTS-R #C36 - Chrysler V10/90° 2v OHV 7986 cc N/A,NA,A8,Zakspeed Team Fuji (D),Closed bodywork,Front-engined,Peter Zakowski (D)/Pedro Lamy (P)/Robert Lechner (A),NA,NA,NA,NA,NA,Dodge,Viper,GTS-R,#C36,NA,Result: disqualified (9 laps behind the winner)Grid: 4th (9:04.5250),disqualified (9 laps behind the winner)Grid: 4th (9:04.5250),other,4,9:04.5250,NA,9 laps behind the winner,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Dodge.html,https://www.racingsportscars.com/type/photo/Dodge/Viper.html,https://www.racingsportscars.com/suffix/photo/Dodge/Viper/GTS-R.html,https://www.racingsportscars.com/chassis/photo/GTSR-C36.html,NA
nurburgring,2003-06-01,43,BMW M3 E46 GTR - BMW,NA,E1,BMW Motorsport (D),Closed bodywork,Front-engined,Jörg Müller (D)/Dirk Müller (D)/Marc Duez (B)/Claudia Hürtgen (D),NA,NA,NA,NA,NA,BMW,M3,E46 GTR,NA,NA,Result: did not finishGrid: 7th (9:09.1350),did not finishGrid: 7th (9:09.1350),not_finished,7,9:09.1350,NA,9:09.1350,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E46%20GTR.html,NA,NA
nurburgring,2003-06-01,84,BMW M3 E36 - BMW,NA,A6,Duller Motorsport,Closed bodywork,Front-engined,Pierre de Thoisy (F)/Bernard Castagné (F)/Denis Cohignac (F),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 63rd (10:34.6180),did not finishGrid: 63rd (10:34.6180),not_finished,63,10:34.6180,NA,10:34.6180,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,194,BMW 325i E36 - BMW,NA,V4,,Closed bodywork,Front-engined,Dieter Dick/Jeff Wyatt (GB)/Denis Cribbin/Sven Bomhoff,NA,NA,NA,NA,NA,BMW,325i,E36,NA,NA,Result: did not finishGrid: 181st (11:36.2220),did not finishGrid: 181st (11:36.2220),not_finished,181,11:36.2220,NA,11:36.2220,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,https://www.racingsportscars.com/suffix/photo/BMW/325i/E36.html,NA,NA
nurburgring,2003-06-01,58,BMW M3 E36 - BMW,NA,A5,,Closed bodywork,Front-engined,Reik Kleinherbers/Christian Behling/Wolfgang Drabiniok (D)/Andre Duve,NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 33rd (10:09.3130),did not finishGrid: 33rd (10:09.3130),not_finished,33,10:09.3130,NA,10:09.3130,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
