model_id,model,start_year,end_year,source_year,source_category,production_status,period_source_name,period_source_url,period_source_type,period_confidence,period_review_status,period_notes,period_reviewed_at,main_family,subfamily,lineage,generation,engine_architecture,engine_type,engine_location,seating_configuration,orientation,predecessor,predecessor_year,predecessor_relationship,successor,successor_year,successor_relationship,successor_in_dataset,alternative_predecessor,alternative_relationship,base_model,base_model_year,taxonomy_confidence,external_enrichment_required,taxonomy_notes,start_year_source,taxonomy_source,engine,displacement_cc,max_power_cv,rpm_max_power,top_speed_kmh,engine_position,engine_orientation,engine_angle_deg,compression_ratio,bore_mm,stroke_mm,weight_kg,wheelbase_mm,length_mm,width_mm,height_mm,image_url,url,description,source_origin
ferrari_2004_f430,F430,2004,2009,2004,Grand Touring,discontinued,Wikipedia - Ferrari F430,https://en.wikipedia.org/wiki/Ferrari_F430,wikipedia,medium,reviewed,Production ran from mid-2004 through July 2009,2026-07-27,Mid-engined sports car,Berlinetta,Mid-engined V8 sports cars,6,V8,combustion,mid,2,sports car,360 Modena,1999,evolution,Ferrari 458 Italia,2009,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4308,490,8500,315,,,90,11.3,92,81,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc43ff195e21208efa33a4f-ferrari-f430-2004-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f430,The Ferrari F430 hails the arrival of a whole new generation of Ferrari V8-engined berlinettas,ferrari_past_models_scraper
ferrari_2005_fxx,FXX,2005,,2005,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,XX Programme,XX Programme,1,V12,combustion,mid,race-specific,track-only,,,,599XX,2010,spiritual_successor,TRUE,,,,,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,6262,811,8500,345,rear,longitudinal,65,13.4,94,75,1155,2650,4832,2040,1127,https://cdn.ferrari.com/cms/network/media/img/resize/5dc048c18c92940b3a3f2d13-ferrari-fxx-2005-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/fxx,"The FXX is the fruit of Ferrari’s know-how in building special limited-series sports cars combined with, of course, its racing experience. It will provide the basic framework on which the specifics of future extreme models will be worked out.",ferrari_past_models_scraper
ferrari_2005_superamerica,Superamerica,2005,2006,2005,Grand Touring,discontinued,Wikipedia - Ferrari 575M Maranello,https://en.wikipedia.org/wiki/Ferrari_575M_Maranello,wikipedia,medium,reviewed,Introduced in 2005 and produced within the final 575M lifecycle,2026-07-27,Front-engined V12 two-seat GT,Spider / cabriolet,Front-engined V12 two-seat GT,,V12,combustion,front,2,grand tourer,575M Maranello,2002,derivative,,,,,,,575M Maranello,2002,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,5748,,7250,320,front,longitudinal,65,11.2,89,77,1790,2500,4550,1935,1277,https://cdn.ferrari.com/cms/network/media/img/resize/5dc405d03378a829c00979e4-ferrari-superamerica-2005-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/superamerica,"The Ferrari Superamerica combines stunning Ferrari 12-cylinder berlinetta performance with a highly original, innovative take on the ever-versatile convertible.",ferrari_past_models_scraper
ferrari_2005_f430_spider,F430 Spider,2005,2009,2005,Grand Touring,discontinued,Wikipedia - Ferrari F430,https://en.wikipedia.org/wiki/Ferrari_F430,wikipedia,medium,reviewed,Spider introduced in 2005 and follows the F430 family end year,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,F430,2004,derivative,,,,,,,F430,2004,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4308,490,8500,311,,,90,11.3,92,81,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc3e85037497e4ff8d2bdbc-ferrari-f430-spider-2005-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f430-spider,"Created by Pininfarina, the F430 Spider is inspired by the car’s exceptional engineering and Formula 1.",ferrari_past_models_scraper
ferrari_2006_f430_challenge,F430 Challenge,2006,2011,2006,Sports Prototype,discontinued,Wikipedia - Ferrari Challenge,https://en.wikipedia.org/wiki/Ferrari_Challenge,wikipedia,medium,reviewed,Years represent its lifecycle as the primary Ferrari Challenge car,2026-07-27,Competition derivatives,Ferrari Challenge,Ferrari Challenge,4,V8,combustion,,race-specific,competition,360 Challenge,2000,direct,458 Challenge,2010,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4308,490,8500,,,,90,11.3,92,81,1225,2601,4512,1923,1184,https://cdn.ferrari.com/cms/network/media/img/resize/5dc0032248ab400ab445c23d-ferrari-f430-challenge-2006-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f430-challenge,"The F430 Challenge, the 8-cylinder berlinetta-derived competition car that will be taking part in the Ferrari Challenge Trofeo Pirelli from the 2006 season.",ferrari_past_models_scraper
ferrari_2006_f430_gtc,F430 GTC,2006,,2006,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,Competition GT,,V8,combustion,,race-specific,competition,F430,2004,derivative,,,,,,,F430,2004,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V8,3995,450,7000,,,,90,0,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd540284077c3b24342166-ferrari-f430-gtc-2006-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f430-gtc,The 2006 season brought the debut of the stunning Ferrari F430 GTC which was developed by the Corse Clienti department,ferrari_past_models_scraper
ferrari_2006_599_gtb_fiorano,599 GTB Fiorano,2006,2012,2006,Grand Touring,discontinued,Wikipedia - Ferrari 599,https://en.wikipedia.org/wiki/Ferrari_599,wikipedia,medium,reviewed,Production range reported as 2006 to 2012,2026-07-27,Front-engined V12 two-seat GT,Berlinetta / coupe,Front-engined V12 two-seat GT,4,V12,combustion,,2,grand tourer,575M Maranello,2002,direct,F12berlinetta,2012,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,5999,620,7600,330,,,65,11.2,92,75,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc031dd48ab400ab445cc68-ferrari-599-gtb-fiorano-2006-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/599-gtb-fiorano,The Ferrari 599 GTB Fiorano sprints from 0 to 100 km/h in 3.7 seconds and has a top speed in excess of 330 km/h,ferrari_past_models_scraper
ferrari_2007_430_scuderia,430 Scuderia,2007,2009,2007,Grand Touring,discontinued,Wikipedia - Ferrari F430,https://en.wikipedia.org/wiki/Ferrari_F430,wikipedia,medium,reviewed,Introduced in 2007 and ended with the F430 family,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,F430,2004,derivative,,,,,,,F430,2004,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4310,510,8500,319,,,90,11.88,83,81,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd51f5f8fc7b0aa90863ad-ferrari-430-scuderia-2007-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/430-scuderia,"Michael Schumacher spent a lot of time testing the Ferrari 430 Scuderia when it was being developed, carefully applying the method that made him unique on the racetrack for many years.",ferrari_past_models_scraper
ferrari_2008_ferrari_california,Ferrari California,2008,2012,2008,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V8 GT,Retractable-hardtop GT,California / Portofino,1,V8,combustion,front,2+,grand tourer,,,,Ferrari California 30,2012,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4297,460,7750,310,,,90,12.2,94,77,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd4f3b0cf6995f44de9359-ferrari-california-2008-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/ferrari-california,THE FERRARI CALIFORNIA JOINS THE PRANCING HORSE'S 8-CYLINDER FAMILY WHICH HAS ALWAYS BEEN DEFINED BY POWER AND PERFORMANCE.,ferrari_past_models_scraper
ferrari_2009_458_italia,Ferrari 458 Italia,2009,2015,2009,Grand Touring,discontinued,Wikipedia - Ferrari 458,https://en.wikipedia.org/wiki/Ferrari_458,wikipedia,medium,reviewed,Production range reported for the 458 family,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,7,V8,combustion,mid,2,sports car,F430,2004,direct,488 GTB,2015,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4497,570,9000,325,,,90,12.5,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd4a312cdb32285a79f924-ferrari-458-italia-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/458-italia,THE FERRARI 458 ITALIA CONTINUES TO GO FROM STRENGTH TO STRENGTH AND HAS GARNERED OVER 30 INTERNATIONAL AWARDS IN ITS SHORT CAREER.,ferrari_past_models_scraper
ferrari_2008_scuderia_spider_16m,Scuderia Spider 16M,2009,2009,2008,Grand Touring,discontinued,Wikipedia - Ferrari F430,https://en.wikipedia.org/wiki/Ferrari_F430,wikipedia,medium,reviewed,Unveiled in 2008; source reports production beginning in early 2009,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,430 Scuderia,2007,derivative,,,,,,,430 Scuderia,2007,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4310,510,8500,315,,,90,11.9,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd508384077c3b24342069-ferrari-scuderia-spider-16-m-2008-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/scuderia-spider-16m,Celebrating the win of the 2008 formula 1 constructor’s world title this car bears the name Ferrari Scuderia Spider 16M.,ferrari_past_models_scraper
ferrari_2010_599xx,599XX,2010,,2010,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,XX Programme,XX Programme,2,V12,combustion,,race-specific,track-only,FXX,2005,spiritual_successor,FXX K,2014,spiritual_successor,TRUE,,,,,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,5999,730,,,,,65,,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd326f0cf6995f44de9334-ferrari-599xx-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/599xx,The Ferrari 599XX incorporates the most advanced technological solutions,ferrari_past_models_scraper
ferrari_2010_599_gto,599 GTO,2010,,2010,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,Front-engined V12 two-seat GT,,V12,combustion,,2,grand tourer,599 GTB Fiorano,2006,derivative,,,,,,,599 GTB Fiorano,2006,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,5999,670,8250,335,,,65,11.9,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd30862cdb32285a79f23f-ferrari-599-gto-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/599-gto,This Ferrari limited edition special series of just 599 GTO is the new pinnacle of Prancing Horse sportiness,ferrari_past_models_scraper
ferrari_2010_sa_aperta,SA APERTA,2010,,2010,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Spider / cabriolet,Front-engined V12 two-seat GT,,V12,combustion,,2,grand tourer,599 GTB Fiorano,2006,derivative,,,,,,,599 GTB Fiorano,2006,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,5999,670,8250,325,,,65,11.9,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc00cce48ab400ab445c47a-ferrari-sa-aperta-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/sa-aperta,Ferrari SA APERTA - 2010,ferrari_past_models_scraper
ferrari_2010_458_challenge,458 Challenge,2011,2013,2010,Sports Prototype,discontinued,Wikipedia - Ferrari 458,https://en.wikipedia.org/wiki/Ferrari_458,wikipedia,medium,reviewed,Presented in 2010 for competition use from 2011 through 2013,2026-07-27,Competition derivatives,Ferrari Challenge,Ferrari Challenge,5,V8,combustion,,race-specific,competition,F430 Challenge,2006,direct,458 Challenge EVO,2014,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4498,570,9000,,,,90,12.5,94,81,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd2d472cdb32285a79f18a-ferrari-458-challenge-2010-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/458-challenge,The Ferrari 458 Challenge  is the fifth model fielded by Ferrari for the one-make Ferrari Challenge Trofeo Pirelli championship,ferrari_past_models_scraper
ferrari_2011_ff,FF,2011,2016,2011,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,11,V12,combustion,front,2+2,grand tourer,612 Scaglietti,2004,direct,GTC4Lusso,2016,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,,660,8000,,,,65,12.3,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc00c9848ab400ab445c46d-ferrari-ff-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/ff,Ferrari FF - 2011,ferrari_past_models_scraper
ferrari_2011_458_spider,458 Spider,2011,2015,2011,Grand Touring,discontinued,Wikipedia - Ferrari 458,https://en.wikipedia.org/wiki/Ferrari_458,wikipedia,medium,reviewed,Variant production range reported as 2011 to 2015,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,Ferrari 458 Italia,2009,derivative,,,,,,,Ferrari 458 Italia,2009,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4497,570,9000,320,,,90,12.5,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd33f00cf6995f44de9339-ferrari-458-spider-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/458-spider,The Ferrari 458 Spider is the first car ever to combine a mid-rear engine with a retractable folding hard top,ferrari_past_models_scraper
ferrari_2012_f12_berlinetta,F12berlinetta,2012,2017,2012,Grand Touring,discontinued,Wikipedia - Ferrari F12,https://en.wikipedia.org/wiki/Ferrari_F12,wikipedia,medium,reviewed,Production range reported as 2012 to 2017,2026-07-27,Front-engined V12 two-seat GT,Berlinetta / coupe,Front-engined V12 two-seat GT,5,V12,combustion,,2,grand tourer,599 GTB Fiorano,2006,direct,812 Superfast,2017,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,6262,740,8250,340,,,65,13.5,94,75,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc00c59900e4a3e9ebba773-ferrari-f12-berlinetta-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f12-berlinetta,Ferrari F12 Berlinetta - 2012,ferrari_past_models_scraper
ferrari_2012_ferrari_california_30,Ferrari California 30,2012,2014,2012,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V8 GT,Retractable-hardtop GT,California / Portofino,2,V8,combustion,front,2+,grand tourer,Ferrari California,2008,evolution,Ferrari California T,2014,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4297,490,7750,312,,,90,12.2,94,77,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd35eff8fc7b0aa9085c2f-ferrari-california-30-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/ferrari-california-30,The Ferrari California 30’s V8 now punches out a maximum of 490 hp with maximum torque climbing to 505 Nm at 5000 rpm.,ferrari_past_models_scraper
ferrari_2013_laferrari,LaFerrari,2013,2016,2013,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Limited-series halo,Big Five / halo,Ferrari halo lineage,5,V12,hybrid,mid,2,halo,Enzo Ferrari,2002,spiritual_successor,F80,2024,spiritual_successor,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,,800,,,,,,,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddb97a00cf6995f44de92de-laferrari-2013-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/laferrari,LaFerrari - 2013,ferrari_past_models_scraper
ferrari_2013_458_speciale,458 Speciale,2013,2015,2013,Grand Touring,discontinued,Wikipedia - Ferrari 458,https://en.wikipedia.org/wiki/Ferrari_458,wikipedia,medium,reviewed,Variant production range reported as 2013 to 2015,2026-07-27,Mid-engined sports car,Special series,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,Ferrari 458 Italia,2009,derivative,,,,,,,Ferrari 458 Italia,2009,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4497,605,9000,325,,,90,14,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd3870f8fc7b0aa9085cd3-ferrari-458-speciale-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/458-speciale,"As with all Ferrari special series, the 458 Speciale boasts an array of advanced technical solutions",ferrari_past_models_scraper
ferrari_2014_458_challenge_evo,458 Challenge EVO,2014,2016,2014,Sports Prototype,discontinued,Wikipedia - Ferrari 458,https://en.wikipedia.org/wiki/Ferrari_458,wikipedia,medium,reviewed,Years represent its lifecycle as the primary Evo specification in Ferrari Challenge,2026-07-27,Competition derivatives,Ferrari Challenge,Ferrari Challenge,6,V8,combustion,,race-specific,competition,458 Challenge,2010,derivative,488 Challenge,2016,direct,TRUE,,,458 Challenge,2010,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4498,570,9000,,,,90,12.5,94,81,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/620a4f5f9627e7652272b07f-ferrari-458-challenge-evo-past-model-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/458-challenge-evo,"458 Challenge Evo, compared to the 458 Challenge, has been boosted by the addition of an aerodynamic kit.",ferrari_past_models_scraper
ferrari_2014_fxx_k,FXX K,2014,,2014,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,XX Programme,XX Programme,3,V12,hybrid,,race-specific,track-only,599XX,2010,spiritual_successor,,,,,,,,,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,,,,,,,,,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dda52bf0cf6995f44de92d5-ferrari-fxx-k-social?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/fxx-k,FXX-K is Ferrari’s research and development programme centring around a laboratory car based on Maranello’s first hybrid.,ferrari_past_models_scraper
ferrari_2014_california_t,Ferrari California T,2014,2017,2014,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V8 GT,Retractable-hardtop GT,California / Portofino,3,V8,combustion,front,2+,grand tourer,Ferrari California 30,2012,evolution,Ferrari Portofino,2017,direct,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3855,560,7500,315,,,90,9.4,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd3a460cf6995f44de933c-ferrrari-california-t-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/california-t,"THE FERRARI CALIFORNIA T EPITOMISES THE SUBLIME ELEGANCE, SPORTINESS, VERSATILITY AND EXCLUSIVITY",ferrari_past_models_scraper
ferrari_2014_458_speciale_a,458 Speciale A,2014,2015,2014,Grand Touring,discontinued,Wikipedia - Ferrari 458,https://en.wikipedia.org/wiki/Ferrari_458,wikipedia,medium,reviewed,Variant production range reported as 2014 to 2015,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,458 Speciale,2013,derivative,,,,,,,458 Speciale,2013,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,4497,605,9000,320,,,90,14,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc00bdf48ab400ab445c43d-ferrari-458-speciale-a-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/458-speciale-a,Ferrari 458 Speciale A - 2012,ferrari_past_models_scraper
ferrari_2015_f12tdf,F12tdf,2015,2017,2015,Grand Touring,discontinued,Wikipedia - Ferrari F12,https://en.wikipedia.org/wiki/Ferrari_F12,wikipedia,medium,reviewed,Variant production range reported as 2015 to 2017,2026-07-27,Front-engined V12 two-seat GT,Berlinetta / coupe,Front-engined V12 two-seat GT,,V12,combustion,,2,grand tourer,F12berlinetta,2012,derivative,,,,,,,F12berlinetta,2012,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,6262,780,8500,340,,,65,13.5,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd3dc20cf6995f44de9342-ferrari_f12tdf-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f12tdf,FERRARI REVEALS THE F12TDF WHICH PAYS HOMAGE TO THE TOUR DE FRANCE,ferrari_past_models_scraper
ferrari_2015_ferrari_488_gtb,488 GTB,2015,2019,2015,Grand Touring,discontinued,Wikipedia - Ferrari 488,https://en.wikipedia.org/wiki/Ferrari_488,wikipedia,medium,reviewed,GTB replaced by F8 Tributo while the wider 488 family continued into 2020,2026-07-27,Mid-engined sports car,Berlinetta,Mid-engined V8 sports cars,8,V8,combustion,mid,2,sports car,Ferrari 458 Italia,2009,evolution,F8 Tributo,2019,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3902,670,8000,330,,,90,9.4,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd3cd00cf6995f44de9340-ferrari-488-gtb-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/ferrari-488-gtb,The 488 GTB name marks a return to the classic Ferrari model designation with the 488,ferrari_past_models_scraper
ferrari_2016_488_spider,488 Spider,2015,2019,2016,Grand Touring,discontinued,Wikipedia - Ferrari 488,https://en.wikipedia.org/wiki/Ferrari_488,wikipedia,medium,reviewed,Revealed in 2015; source year retained from scraper while production start is corrected,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,488 GTB,2015,derivative,,,,,,,488 GTB,2015,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,,670,,,,,,9.4,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd4572f8fc7b0aa908605a-ferrari-488-spider-2016-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/488-spider,The  is the latest chapter in Maranello's ongoing history of open-top v8 sports cars,ferrari_past_models_scraper
ferrari_2016_488_gt3,488 GT3,2016,,2016,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,Competition GT,,V8,combustion,,race-specific,competition,488 GTB,2015,derivative,,,,,,,488 GTB,2015,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V8,3996,600,,,,,90,,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/6787ed554e5f24001074a6c7-ferrari-488-gt3-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/488-gt3,,ferrari_past_models_scraper
ferrari_2016_488_gte,488 GTE,2016,,2016,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,Competition GT,,V8,combustion,,race-specific,competition,488 GTB,2015,derivative,,,,,,,488 GTB,2015,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V8,3996,600,,,,,90,,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/6787dfb9409996001011d914-ferrari-488-gte-card?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/488-gte,,ferrari_past_models_scraper
ferrari_2016_gtc4lusso,GTC4Lusso,2016,2020,2016,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,12,V12,combustion,front,2+2,grand tourer,FF,2011,evolution,Purosangue,2022,spiritual_successor,TRUE,,,,,high,TRUE,"The Purosangue later occupies part of its role, but changes body style and concept; the relationship is treated as spiritual succession.",ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,,,,,,,65,13.5,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5fb3a1dc850aac6b67934c2e-ferrari-gtc4lusso-past-model-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/gtc4lusso,Ferrari GTC4Lusso - 2016,ferrari_past_models_scraper
ferrari_2016_gtc4lussot,GTC4Lusso T,2016,,2016,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,,V8,combustion,front,2+2,grand tourer,GTC4Lusso,2016,derivative,,,,,,,GTC4Lusso,2016,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,,,610,,,,,90,9.4,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5fb3a30b7980ac5cca302aa0-ferrari-gtc4lusso-t-past-model-thumb-2?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/gtc4lussot,,ferrari_past_models_scraper
ferrari_2016_laferrari_aperta,LaFerrari Aperta,2016,,2016,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Limited-series halo,Big Five / halo,Ferrari halo lineage,,V12,hybrid,mid,2,halo,LaFerrari,2013,derivative,,,,,,,LaFerrari,2013,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,6262,800,9000,350,,,,,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd469e84077c3b24341dd1-laferrari-aperta-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/laferrari-aperta,"Designed for Ferrari’s most passionate clients, the LaFerrari Aperta is the new limited-edition special series model",ferrari_past_models_scraper
ferrari_2016_488_challenge,488 Challenge,2017,2020,2016,Sports Prototype,discontinued,Wikipedia - Ferrari Challenge,https://en.wikipedia.org/wiki/Ferrari_Challenge,wikipedia,medium,reviewed,Revealed in 2016 and served as the primary Challenge specification from 2017 to 2020,2026-07-27,Competition derivatives,Ferrari Challenge,Ferrari Challenge,7,V8,combustion,,race-specific,competition,458 Challenge EVO,2014,direct,296 Challenge,2023,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3902,670,8000,,,,90,9.4,,,,,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dda49c20cf6995f44de92d0-ferrari_488_challenge_thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/488-challenge,"Ferrari 488 Challenge is the most powerful car in the Challenge history thanks to 670 hp from the V8 3, 9-liter engine derived from the 488 GTB",ferrari_past_models_scraper
